ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;QUANTIDADE;FORNECEDOR;CUSTO TOTAL (ATUAL);MÊS;ANO;MÊS/ANO;Unnamed: 12;Unnamed: 13
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;224374;RotaVita Materiais;85.262,13;NOV;2023;11/2023;;
TO;1294924421;TO1294924421;LATA - ITEM 010;LATA;TURBOX;113679;RotaVita Materiais;57.976,25;NOV;2023;11/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;229167;RotaVita Materiais;116.875,01;NOV;2023;11/2023;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;58529;RotaVita Materiais;29.849,65;NOV;2023;11/2023;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;16171;RotaVita Materiais;8.246,98;NOV;2023;11/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;451912;RotaVita Materiais;171.726,47;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;247000;RotaVita Materiais;93.860,11;DEZ;2023;12/2023;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;298478;RotaVita Materiais;128.345,49;DEZ;2023;12/2023;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;150115;RotaVita Materiais;76.558,63;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;437703;RotaVita Materiais;166.327,26;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;305475;RotaVita Materiais;155.792,41;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;218476;RotaVita Materiais;111.422,71;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;527278;RotaVita Materiais;200.365,82;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;202108;RotaVita Materiais;76.801,13;DEZ;2023;12/2023;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;40813;RotaVita Materiais;20.814,50;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;92413;RotaVita Materiais;35.116,77;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;33669;RotaVita Materiais;17.170,98;DEZ;2023;12/2023;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;261609;RotaVita Materiais;133.420,35;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;426077;RotaVita Materiais;161.909,18;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;492736;RotaVita Materiais;187.239,84;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;549584;RotaVita Materiais;208.841,84;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;363188;RotaVita Materiais;138.011,45;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;459276;RotaVita Materiais;174.524,88;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;329293;RotaVita Materiais;167.939,20;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;490536;RotaVita Materiais;186.403,86;DEZ;2023;12/2023;;
TO;7449541495;TO7449541495;LATA - ITEM 021;LATA;MARQUES;160182;RotaVita Materiais;81.692,68;DEZ;2023;12/2023;;
TO;6309552111;TO6309552111;LATA - ITEM 013;LATA;TURBOX;23158;RotaVita Materiais;11.810,55;DEZ;2023;12/2023;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;52555;RotaVita Materiais;26.803,10;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;66791;RotaVita Materiais;34.063,45;DEZ;2023;12/2023;;
TO;2687285401;TO2687285401;LATA - ITEM 014;LATA;TURBOX;40421;RotaVita Materiais;20.614,52;DEZ;2023;12/2023;;
TO;4302208747;TO4302208747;LATA - ITEM 023;LATA;SERRARIA;30574;RotaVita Materiais;1.284,12;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;255318;RotaVita Materiais;130.212,02;DEZ;2023;12/2023;;
TO;8633755789;TO8633755789;LATA - ITEM 016;LATA;TURBOX;20493;RotaVita Materiais;10.451,61;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;51052;RotaVita Materiais;26.036,61;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;496045;RotaVita Materiais;188.497,15;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;474957;RotaVita Materiais;180.483,67;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;381554;RotaVita Materiais;144.990,39;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;518153;RotaVita Materiais;196.898,05;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;19555;RotaVita Materiais;7.430,85;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;535732;RotaVita Materiais;203.578,05;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;294077;RotaVita Materiais;149.979,44;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;426364;RotaVita Materiais;162.018,47;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;108420;RotaVita Materiais;41.199,59;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;528405;RotaVita Materiais;200.793,90;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;476166;RotaVita Materiais;180.943,07;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;532577;RotaVita Materiais;202.379,38;DEZ;2023;12/2023;;
TO;8633755789;TO8633755789;LATA - ITEM 016;LATA;TURBOX;42176;RotaVita Materiais;21.509,67;DEZ;2023;12/2023;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;115269;RotaVita Materiais;58.787,06;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;182588;RotaVita Materiais;69.383,39;DEZ;2023;12/2023;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;37814;RotaVita Materiais;19.284,96;DEZ;2023;12/2023;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;244353;RotaVita Materiais;124.619,90;DEZ;2023;12/2023;;
TO;4302208747;TO4302208747;LATA - ITEM 023;LATA;SERRARIA;60892;RotaVita Materiais;2.557,46;DEZ;2023;12/2023;;
TO;2687285401;TO2687285401;LATA - ITEM 014;LATA;TURBOX;25043;RotaVita Materiais;12.771,77;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;486362;RotaVita Materiais;184.817,68;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;552921;RotaVita Materiais;210.109,98;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;465184;RotaVita Materiais;176.770,00;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;347558;RotaVita Materiais;132.071,95;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;467673;RotaVita Materiais;177.715,73;DEZ;2023;12/2023;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;68123;RotaVita Materiais;29.292,93;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;326396;RotaVita Materiais;124.030,53;DEZ;2023;12/2023;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;338760;RotaVita Materiais;172.767,60;DEZ;2023;12/2023;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;414121;RotaVita Materiais;157.366,00;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;487631;RotaVita Materiais;185.299,77;JAN;2024;01/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;266136;RotaVita Materiais;135.729,48;JAN;2024;01/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;263790;RotaVita Materiais;134.533,09;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;134583;RotaVita Materiais;51.141,55;JAN;2024;01/2024;;
TO;3032588327;TO3032588327;LATA - ITEM 008;LATA;SODALINE;232286;RotaVita Materiais;88.268,77;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;520708;RotaVita Materiais;197.869,12;JAN;2024;01/2024;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;32558;RotaVita Materiais;16.604,74;JAN;2024;01/2024;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;143658;RotaVita Materiais;73.265,56;JAN;2024;01/2024;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;214700;RotaVita Materiais;109.497,06;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;225714;RotaVita Materiais;85.771,15;JAN;2024;01/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;322240;RotaVita Materiais;164.342,39;JAN;2024;01/2024;;
TO;2237628720;TO2237628720;LATA - ITEM 001;LATA;TURBOX;153439;RotaVita Materiais;78.253,99;JAN;2024;01/2024;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;299384;RotaVita Materiais;128.734,95;JAN;2024;01/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;256215;RotaVita Materiais;130.669,87;JAN;2024;01/2024;;
TO;4562835325;TO4562835325;LATA - ITEM 028;LATA;BELA TOSCANA;278692;RotaVita Materiais;11.705,06;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;433457;RotaVita Materiais;164.713,84;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;486092;RotaVita Materiais;184.714,86;JAN;2024;01/2024;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;41119;RotaVita Materiais;20.970,69;JAN;2024;01/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;146958;RotaVita Materiais;74.948,71;JAN;2024;01/2024;;
TO;2687285401;TO2687285401;LATA - ITEM 014;LATA;TURBOX;72509;RotaVita Materiais;36.979,49;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;112384;RotaVita Materiais;42.705,79;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;512804;RotaVita Materiais;194.865,45;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;21583;RotaVita Materiais;8.201,62;JAN;2024;01/2024;;
TO;8255241895;TO8255241895;LATA - ITEM 030;LATA;TURBOX;86243;RotaVita Materiais;3.622,19;JAN;2024;01/2024;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;270048;RotaVita Materiais;137.724,50;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;517821;RotaVita Materiais;196.771,84;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;284589;RotaVita Materiais;108.143,65;JAN;2024;01/2024;;
TO;1651135288;TO1651135288;LATA - ITEM 026;LATA;SERRARIA;28667;RotaVita Materiais;15.053,19;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;380691;RotaVita Materiais;144.662,64;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;367068;RotaVita Materiais;139.485,93;JAN;2024;01/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;263589;RotaVita Materiais;134.430,43;JAN;2024;01/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;253508;RotaVita Materiais;129.289,15;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;461184;RotaVita Materiais;175.249,93;JAN;2024;01/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;245817;RotaVita Materiais;125.366,86;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;489664;RotaVita Materiais;186.072,28;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;273816;RotaVita Materiais;104.049,96;JAN;2024;01/2024;;
TO;4302208747;TO4302208747;LATA - ITEM 023;LATA;SERRARIA;45393;RotaVita Materiais;1.906,50;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;541991;RotaVita Materiais;205.956,52;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;497934;RotaVita Materiais;189.214,98;JAN;2024;01/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;514357;RotaVita Materiais;195.455,58;JAN;2024;01/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;93024;RotaVita Materiais;47.442,03;JAN;2024;01/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;257478;RotaVita Materiais;131.313,66;JAN;2024;01/2024;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;66645;RotaVita Materiais;25.325,25;JAN;2024;01/2024;;
TO;3032588327;TO3032588327;LATA - ITEM 008;LATA;SODALINE;29229;RotaVita Materiais;11.106,97;JAN;2024;01/2024;;
TO;3491381146;TO3491381146;LATA - ITEM 007;LATA;SODALINE;274469;RotaVita Materiais;104.298,34;JAN;2024;01/2024;;
TO;8715662486;TO8715662486;LATA - ITEM 022;LATA;SODALINE;108023;RotaVita Materiais;41.048,79;JAN;2024;01/2024;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;21199;RotaVita Materiais;8.055,69;JAN;2024;01/2024;;
TO;7449541495;TO7449541495;LATA - ITEM 021;LATA;MARQUES;150114;RotaVita Materiais;76.558,22;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;257877;RotaVita Materiais;97.993,36;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;503533;RotaVita Materiais;191.342,42;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;302982;RotaVita Materiais;115.133,22;FEV;2024;02/2024;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;323443;RotaVita Materiais;139.080,69;FEV;2024;02/2024;;
TO;2465761265;TO2465761265;LATA - ITEM 006;LATA;SODALINE;190435;RotaVita Materiais;72.365,18;FEV;2024;02/2024;;
TO;3032588327;TO3032588327;LATA - ITEM 008;LATA;SODALINE;126478;RotaVita Materiais;48.061,59;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;420534;RotaVita Materiais;159.802,74;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;481279;RotaVita Materiais;182.886,16;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;513319;RotaVita Materiais;195.061,39;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;364984;RotaVita Materiais;138.693,79;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;445233;RotaVita Materiais;169.188,64;FEV;2024;02/2024;;
TO;5533161881;TO5533161881;LATA - ITEM 002;LATA;CANABRAVA;346284;RotaVita Materiais;14.543,93;FEV;2024;02/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;288869;RotaVita Materiais;147.323,06;FEV;2024;02/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;266160;RotaVita Materiais;135.741,72;FEV;2024;02/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;248532;RotaVita Materiais;126.751,32;FEV;2024;02/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;188673;RotaVita Materiais;96.223,11;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;40559;RotaVita Materiais;15.412,54;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;487375;RotaVita Materiais;185.202,55;FEV;2024;02/2024;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;146615;RotaVita Materiais;74.773,72;FEV;2024;02/2024;;
TO;6587492311;TO6587492311;LATA - ITEM 031;LATA;TURBOX;204293;RotaVita Materiais;8.580,30;FEV;2024;02/2024;;
TO;5533161881;TO5533161881;LATA - ITEM 002;LATA;CANABRAVA;221099;RotaVita Materiais;9.286,15;FEV;2024;02/2024;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;13764;RotaVita Materiais;7.019,58;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;545509;RotaVita Materiais;207.293,35;FEV;2024;02/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;305724;RotaVita Materiais;155.919,37;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;228665;RotaVita Materiais;86.892,67;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;395002;RotaVita Materiais;150.100,85;FEV;2024;02/2024;;
TO;8255241895;TO8255241895;LATA - ITEM 030;LATA;TURBOX;50663;RotaVita Materiais;2.127,86;FEV;2024;02/2024;;
TO;6309552111;TO6309552111;LATA - ITEM 013;LATA;TURBOX;83354;RotaVita Materiais;42.510,32;FEV;2024;02/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;140033;RotaVita Materiais;71.416,66;FEV;2024;02/2024;;
TO;8633755789;TO8633755789;LATA - ITEM 016;LATA;TURBOX;42514;RotaVita Materiais;21.682,35;FEV;2024;02/2024;;
TO;8715662486;TO8715662486;LATA - ITEM 022;LATA;SODALINE;39326;RotaVita Materiais;14.943,77;FEV;2024;02/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;330456;RotaVita Materiais;168.532,81;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;513462;RotaVita Materiais;195.115,51;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;401603;RotaVita Materiais;152.608,99;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;399863;RotaVita Materiais;151.947,89;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;419221;RotaVita Materiais;159.303,80;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;454237;RotaVita Materiais;172.609,93;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;69888;RotaVita Materiais;26.557,62;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;113432;RotaVita Materiais;43.104,03;FEV;2024;02/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;265549;RotaVita Materiais;100.908,56;FEV;2024;02/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;153231;RotaVita Materiais;78.147,73;FEV;2024;02/2024;;
TO;6309552111;TO6309552111;LATA - ITEM 013;LATA;TURBOX;48674;RotaVita Materiais;24.823,68;FEV;2024;02/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;100834;RotaVita Materiais;51.425,54;FEV;2024;02/2024;;
TO;8633755789;TO8633755789;LATA - ITEM 016;LATA;TURBOX;60602;RotaVita Materiais;30.906,97;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;251639;RotaVita Materiais;95.622,76;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;494875;RotaVita Materiais;188.052,60;MAR;2024;03/2024;;
TO;3032588327;TO3032588327;LATA - ITEM 008;LATA;SODALINE;138852;RotaVita Materiais;52.763,65;MAR;2024;03/2024;;
TO;3491381146;TO3491381146;LATA - ITEM 007;LATA;SODALINE;54497;RotaVita Materiais;20.708,94;MAR;2024;03/2024;;
TO;3491381146;TO3491381146;LATA - ITEM 007;LATA;SODALINE;236243;RotaVita Materiais;89.772,17;MAR;2024;03/2024;;
TO;8715662486;TO8715662486;LATA - ITEM 022;LATA;SODALINE;106385;RotaVita Materiais;40.426,36;MAR;2024;03/2024;;
TO;8715662486;TO8715662486;LATA - ITEM 022;LATA;SODALINE;47715;RotaVita Materiais;18.131,69;MAR;2024;03/2024;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;171259;RotaVita Materiais;87.341,93;MAR;2024;03/2024;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;66073;RotaVita Materiais;25.107,63;MAR;2024;03/2024;;
TO;8715662486;TO8715662486;LATA - ITEM 022;LATA;SODALINE;13080;RotaVita Materiais;4.970,48;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;429188;RotaVita Materiais;163.091,57;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;527571;RotaVita Materiais;200.477,09;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;556838;RotaVita Materiais;211.598,41;MAR;2024;03/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;246695;RotaVita Materiais;125.814,50;MAR;2024;03/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;262109;RotaVita Materiais;133.675,50;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;490775;RotaVita Materiais;186.494,53;MAR;2024;03/2024;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;289727;RotaVita Materiais;124.582,45;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;461245;RotaVita Materiais;175.272,98;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;36236;RotaVita Materiais;13.769,82;MAR;2024;03/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;263362;RotaVita Materiais;134.314,68;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;522556;RotaVita Materiais;198.571,28;MAR;2024;03/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;47546;RotaVita Materiais;24.248,38;MAR;2024;03/2024;;
TO;4302208747;TO4302208747;LATA - ITEM 023;LATA;SERRARIA;47292;RotaVita Materiais;1.986,28;MAR;2024;03/2024;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;106599;RotaVita Materiais;54.365,29;MAR;2024;03/2024;;
TO;4302208747;TO4302208747;LATA - ITEM 023;LATA;SERRARIA;64235;RotaVita Materiais;2.697,86;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;555500;RotaVita Materiais;211.089,81;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;476190;RotaVita Materiais;180.952,29;MAR;2024;03/2024;;
TO;7449541495;TO7449541495;LATA - ITEM 021;LATA;MARQUES;174929;RotaVita Materiais;89.213,90;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;478077;RotaVita Materiais;181.669,44;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;371817;RotaVita Materiais;141.290,55;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;470160;RotaVita Materiais;178.660,98;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;483743;RotaVita Materiais;183.822,26;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;437175;RotaVita Materiais;166.126,43;MAR;2024;03/2024;;
TO;7449541495;TO7449541495;LATA - ITEM 021;LATA;MARQUES;14581;RotaVita Materiais;7.436,43;MAR;2024;03/2024;;
TO;1651135288;TO1651135288;LATA - ITEM 026;LATA;SERRARIA;10231;RotaVita Materiais;5.372,45;MAR;2024;03/2024;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;283455;RotaVita Materiais;144.561,83;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;424094;RotaVita Materiais;161.155,53;MAR;2024;03/2024;;
TO;1176572315;TO1176572315;LATA - ITEM 029;LATA;TURBOX;355385;RotaVita Materiais;181.246,53;MAR;2024;03/2024;;
TO;2465761265;TO2465761265;LATA - ITEM 006;LATA;SODALINE;377834;RotaVita Materiais;143.577,10;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;362341;RotaVita Materiais;137.689,48;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;395088;RotaVita Materiais;150.133,39;MAR;2024;03/2024;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;482183;RotaVita Materiais;183.229,49;MAR;2024;03/2024;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;56684;RotaVita Materiais;21.539,93;MAR;2024;03/2024;;
